id,address,location
19991,双牌乡新龙村5组,"110.937813,26.984829"
19992,邓家铺镇车站对面,"111.486765,27.238929"
19993,邓元泰镇合家村二组,"110.525712,26.676678"
19994,邓家铺镇居委会供销社门面,"110.934660,26.900066"
19995,东塔路150号,"110.640891,26.736161"
19996,辕门口南塔村2组,"110.663528,26.716506"
19997,头堂乡白溪村,"110.732385,26.800160"
19998,稠树塘镇法新村4组,"110.828767,26.711510"
19999,稠树塘镇枧头村村委会12组,"110.835697,26.756196"
20000,双牌乡白地村1组,"111.023327,26.971697"
20001,武强路八达楼五号门面,"110.629926,26.731228"
20002,湾头桥镇石田村7组9号,"110.590509,26.866974"
20003,邓元泰镇清溪村7组,"110.546397,26.739612"
20004,文坪镇岩头岭,"110.680027,26.616414"
20005,邓家铺镇中心大厦,"110.934660,26.900066"
20006,双牌乡云务村3组,"111.000769,26.930036"
20007,双牌乡街上,"110.979261,26.992490"
20008,安乐乡新泽村8组,"110.745206,26.729436"
20009,稠树塘镇杨柳村11组,"110.837342,26.756014"
20010,双牌乡双岭村11组14号,"110.929948,27.015420"
20011,晏田乡大路坪街上,"110.786791,26.795192"
20012,邓元泰镇绿洲村2组,"110.544410,26.681270"
20013,邓家铺镇双桥村8组,"110.896887,26.860945"
20014,迎春亭办事处富田村4组,"110.638783,26.729158"
20015,湾头桥镇斜塘村12组18号,"110.671594,26.862808"
20016,商一街19栋13号,"110.628059,26.735690"
20017,乐洋西路176号,"110.625511,26.729693"
20018,湾头桥镇光远村9组52号,"110.602909,26.848595"
20019,龙田乡石巷村5组9号,"110.622249,26.791031"
20020,湾头桥镇石田村7组20号,"110.590509,26.866974"
20021,工业品市场2栋10号,"111.745803,27.251800"
20022,新光村20组38号,"111.364282,27.314561"
20023,邓家铺镇居委会,"110.934660,26.900066"
20024,文坪镇新联村2组,"110.641665,26.581549"
20025,邓家铺镇新建村14组,"110.876888,26.820793"
20026,邓元泰镇马梓村4组,"110.483508,26.691816"
20027,东塔村,"110.643574,26.733108"
20028,安乐乡塘富村,"110.672309,26.731265"
20029,水浸坪乡高虾村6组,"110.860271,26.855024"
20030,秦桥镇黄沙居委会,"110.914300,26.770556"
20031,稠树塘镇烟塘村5组,"110.795132,26.760463"
20032,晟名小区售楼部旁,"110.632341,26.715114"
20033,邓家铺镇杨柳院村4组,"110.952137,26.870536"
20034,邓元泰镇踏岭村7组,"110.572558,26.736147"
20035,稠树塘镇居委会,"110.835700,26.756071"
20036,文坪镇火云村8组12号,"110.649415,26.610038"
20037,春园路104号,"110.636286,26.742448"
20038,步行街13栋16号,"111.456001,27.246586"
20039,双牌乡浩山村,"110.980941,26.944225"
20041,双牌乡白地村12组1号,"111.023327,26.971697"
20042,铜宝路2号,"110.635394,26.730949"
20043,安乐乡新泽村16组,"110.745206,26.729436"
20044,邓家铺镇集体户居委会粮站宿舍08号,"110.934660,26.900066"
20045,头堂乡金明村,"110.655638,26.757382"
20046,湾头桥镇大桥村9组,"110.587237,26.820859"
20047,邓家铺镇居委会,"110.934660,26.900066"
20048,城壕西路7号,"110.629661,26.732548"
20049,邓元泰镇蔡家塘村9组,"110.599684,26.676466"
20050,龙溪铺镇塘田村7组,"111.278480,27.450987"
20051,稠树塘镇居委会10组,"110.835700,26.756071"
20052,龙溪铺镇塘田村7组,"111.278480,27.450987"
20053,邓元泰镇板塘村,"110.494107,26.704753"
20054,秦桥镇黄沙村,"110.896141,26.784878"
20055,春园路小区19栋,"110.629852,26.742521"
20056,湾头桥镇六家铺村,"110.644090,26.874756"
20057,电台路19号,"110.632293,26.734313"
20058,双牌乡街上,"110.979261,26.992490"
20059,稠树塘镇居委会,"110.835700,26.756071"
20060,湾头桥镇先锋村居委会,"110.625789,26.839758"
20061,湾头桥镇先锋村,"110.625789,26.839758"
20062,晏田乡荷花井村6组,"110.781341,26.791567"
20063,双牌镇龙从村,"110.944054,26.972968"
20064,湾头桥镇义夫村1组,"110.654743,26.894874"
20065,双牌镇栗山村,"110.979389,26.983785"
20066,邓家铺镇兰田村2组,"110.934660,26.900066"
20067,稠树塘镇甘冲村3组,"110.862528,26.750680"
20068,湾头桥镇永丰村10组,"110.608766,26.880454"
20069,湾头桥镇六家铺村10组,"110.644090,26.874756"
20070,邓家铺镇居委会,"110.934660,26.900066"
20071,邓家铺镇开发区城南路,"110.310180,26.353606"
20072,邓元泰镇山口村9组,"110.522817,26.736263"
20073,龙田乡桃花村6组,"110.579030,26.767878"
20074,双牌乡满背村14组,"110.969830,27.000579"
20075,邓元泰镇六坪村4组,"110.548358,26.671033"
20076,邓元泰镇绿洲村,"110.541450,26.680906"
20077,文坪镇岩头岭,"110.680027,26.616414"
20078,稠树塘镇法新街上,"110.835697,26.756196"
20079,湾头桥镇黎明村14组,"110.562969,26.845989"
20080,邓家铺镇岩口村,"110.911715,26.865582"
20081,邓元泰镇资源村2组,"110.584780,26.667095"
20082,法相岩兴隆路102号,"110.649447,26.717825"
20083,邓家铺镇柏树桥村,"110.909303,26.889578"
20084,邓元泰镇赤塘村2组,"110.598919,26.690374"
20085,邓元泰镇马梓村3组,"110.483508,26.691816"
20086,头堂乡托坪村2组,"110.670323,26.761014"
20087,邓元泰镇木瓜村11组,"110.544299,26.681500"
20088,湾头桥镇大山村,"110.625789,26.839758"
20089,邓元泰镇绿洲村街上,"110.541450,26.680906"
20090,工业品市场5栋8号,"111.745803,27.251800"
20091,湾头桥镇大山村1组,"110.625789,26.839758"
20092,秦桥乡高原村8组,"110.868555,26.768274"
20093,法相岩街道办事处新泽村,"110.745206,26.729436"
20094,邓家铺镇岩口村9组,"110.911715,26.865582"
20095,文坪镇拥坪村,"110.649199,26.594233"
20096,双牌乡双牌村街上,"110.985608,27.002003"
20097,秦桥乡黄沙街,"110.896346,26.784767"
20098,邓家铺镇农贸市场,"110.932637,26.899015"
20099,乐洋西路正一宾馆对面,"110.629753,26.729712"
20100,岩头岭,"110.780819,26.672042"
20101,邓家铺镇居委会,"110.934660,26.900066"
20102,水浸坪乡金凤村2组,"110.862715,26.911156"
20103,晏田乡大胜村1组,"110.811914,26.816055"
20104,湾头桥镇京堂村11组,"110.565708,26.820667"
20105,稠树塘镇法新村,"110.828767,26.711510"
20106,汽车西站候车大厅,"111.734152,27.265987"
20107,双牌镇双牌村,"110.985608,27.002003"
20108,双牌镇四龙村3组,"110.972822,26.964776"
20109,兴隆路云峰建材厂旁,"111.769221,27.219957"
20110,乐洋路老邮政局门口,"110.635286,26.723750"
20111,双牌乡叉路口,"110.979261,26.992490"
20112,双牌乡四龙村9组,"110.972822,26.964776"
20113,晏田乡大路坪,"110.786791,26.795192"
20114,邓家铺镇居委会农贸市场门口,"110.934660,26.900066"
20115,头堂乡黄头村12组,"110.693669,26.828166"
20116,文坪镇幸福村,"110.680027,26.616414"
20117,晏田乡梅树田村9组,"110.785961,26.795897"
20118,秦桥镇黄沙村11组原供销社门面,"110.833206,26.641647"
20119,迎春亭新东村2组5号,"110.646713,26.739972"
20120,双牌镇白地村一组大会场,"111.023327,26.971697"
20121,龙溪铺镇王家桥村10组1号,"111.278480,27.450987"
20122,文坪镇安心观街上,"110.680027,26.616414"
20123,邓元泰镇渔塘村7组,"110.558401,26.678569"
20124,晏田乡大胜村2组,"110.811914,26.816055"
20125,秦桥镇黄沙村12组,"110.896141,26.784878"
20126,安乐乡安乐村4组18号,"110.691388,26.728782"
20127,文坪镇拥护村2组,"110.652902,26.597647"
20128,晏田乡竹坪村4组,"110.765222,26.829108"
20129,秦桥乡华口村11组11号,"110.859272,26.798218"
20130,双牌镇白地村15组7号,"111.023327,26.971697"
20131,铜宝路20号,"110.635394,26.730949"
20132,稠树塘镇飘坪村6组,"110.848015,26.681645"
20133,安乐乡紫甸村14组,"110.679212,26.729266"
20134,稠树塘镇办塘村7组,"110.849716,26.753760"
20135,邓家铺镇街上,"110.934660,26.900066"
20136,湾头桥镇泉塘村,"110.656862,26.873823"
20137,清渠街86号,"110.630408,26.724932"
20138,晏田乡荷花井村5组,"110.781341,26.791567"
20139,邓家铺镇居委会12组,"110.934660,26.900066"
20140,秦桥乡黄沙村9组,"110.896141,26.784878"
20141,双牌乡金盆村9组,"110.982619,27.023950"
20142,马家桥新光村11组,"111.364282,27.314561"
20143,湾头桥镇先锋村3组,"110.625789,26.839758"
20144,头堂乡金明村,"110.655638,26.757382"
20145,秦桥镇黄沙居委会,"110.914300,26.770556"
20146,邓元泰镇绿洲村,"110.541450,26.680906"
20147,双牌乡清和村,"110.984650,26.943060"
20148,秦桥乡黄沙村,"110.896141,26.784878"
20149,龙田乡桃花村14组,"110.579030,26.767878"
20150,工业品市场5栋2号,"111.745803,27.251800"
20151,武强大酒店大门口,"110.631088,26.735650"
20152,稠树塘镇法新村,"110.828767,26.711510"
20153,晏田乡大路坪2组（大路坪街上）,"110.786791,26.795192"
20154,文坪镇三水口村,"110.707559,26.604635"
20155,文坪镇拥坪村8组37号,"110.649199,26.594233"
20156,秦桥镇黄沙居委会,"110.914300,26.770556"
20157,乐洋西路云峰大米厂门口,"110.618714,26.724792"
20158,湾头桥镇义夫村5组,"110.654743,26.894874"
20159,晏田乡大坪村14组,"110.785961,26.795897"
20160,水浸坪乡街上,"110.851589,26.846243"
20161,邓家铺镇东风村4组21号,"110.929030,26.878580"
20162,迎春亭办事处新光村马家桥,"110.645907,26.737204"
20163,龙田乡新和村6组,"110.572647,26.753461"
20164,邓家铺镇新建村3组,"110.876888,26.820793"
20165,头堂乡石羊村,"110.702178,26.782465"
20166,稠树塘镇飘坪村2组,"110.848015,26.681645"
20167,邓家铺镇兰田村1组,"110.934660,26.900066"
20168,水浸坪乡天鹅村8组,"110.867741,26.928252"
20169,双牌乡双岭村12组8号,"110.929948,27.015420"
20170,湾头桥镇芭蕉村1组22号,"110.672846,26.839943"
20171,龙溪铺镇塘田村7组,"111.278480,27.450987"
20172,龙田乡永享村16组,"110.572789,26.795896"
20173,邓元泰镇清水村2组,"110.575147,26.665117"
20174,秦桥镇黄沙居委会,"110.914300,26.770556"
20175,邓元泰镇黄茅村10组,"110.464971,26.698929"
20176,湾头桥镇双合村6组,"110.633179,26.896031"
20177,法相岩街道办事处双田村,"110.647247,26.721632"
20178,邓家铺镇白水村5组,"110.884712,26.841465"
20179,湾头桥镇石覃村11组,"110.614359,26.886590"
20180,邓元泰镇潘家所村4组,"110.589080,26.680570"
20181,邓元泰镇山岚村3组,"110.588209,26.704084"
20182,邓元泰镇天心桥村6组4号,"110.579417,26.688320"
20183,稠树塘镇飘坪村3组,"110.848015,26.681645"
20184,和润学府4栋门口,"110.646822,26.735877"
20185,邓元泰镇蔡家塘威溪水坝右下角,"110.599684,26.676466"
20186,辕门口办事处兴隆路53号,"110.639044,26.729164"
20187,迎春亭办事处富田村14组34号,"110.638783,26.729158"
20188,晏田乡荷花村大路坪片,"110.785961,26.795897"
20189,工业品市场8栋17－18号,"111.745803,27.251800"
20190,解放路47号湘运大厦,"110.639422,26.729533"
20191,独山乡长冲村三组,"111.086557,27.094787"
20192,稠树塘镇法新村4组,"110.828767,26.711510"
20193,文坪镇安心观街上,"110.680027,26.616414"
20194,湾头桥镇大桥村,"110.587237,26.820859"
20195,邓元泰镇企业办三号门面,"110.544299,26.681500"
20196,邓元泰镇踏岭村12组,"110.572558,26.736147"
20197,双牌镇栗山村,"110.979389,26.983785"
20198,湾头桥镇先锋村,"110.625789,26.839758"
20199,陶侃路155号,"110.630591,26.734591"
20200,双牌镇油岭村,"110.945651,26.997842"
20201,晏田乡大路坪村,"110.786791,26.795192"
20202,邓元泰镇天心桥村7组,"110.579417,26.688320"
20203,邓元泰镇绿洲村,"110.541450,26.680906"
20204,湾头桥镇大桥村3组,"110.587237,26.820859"
20205,汽车西站4号门面,"111.734152,27.265987"
20206,双牌乡三塘村,"110.995759,26.973163"
20207,龙溪镇龙丰村,"110.665912,26.700488"
20208,邓家铺镇其林村4组,"110.870034,26.885294"
20209,迎春路222号,"111.451057,27.225322"
20210,水浸坪乡石林村,"110.827773,26.819825"
20211,双牌镇清和村,"110.984650,26.943060"
20212,龙溪铺镇柳荫村2组14号,"111.278480,27.450987"
20213,龙溪铺镇南山村10组2号,"111.278480,27.450987"
20214,湾头桥镇庾家桥村7组22号,"110.673762,26.844209"
20215,邓家铺镇居委会龙桥路,"111.738044,27.253444"
20216,辕门口古山12组,"110.613972,26.683204"
20217,湾头桥镇先锋村5组1号,"110.625789,26.839758"
20218,湾头桥镇四清村14组18号,"110.604479,26.897074"
20219,晏田乡合心村15组,"110.763403,26.799479"
20220,春园路门面,"110.630736,26.742634"
20221,法相岩社区春光恒丰西路,"110.658822,26.732555"
20222,双牌乡清和村9组1号,"110.984650,26.943060"
20223,稠树塘镇稠树塘居委会10组,"110.835697,26.756196"
20224,龙溪铺镇龙溪村,"111.278480,27.450987"
20225,邓元泰镇绿洲村3组,"110.541450,26.680906"
20226,秦桥乡黄沙村街上,"110.896141,26.784878"
20227,秦桥镇新春村8组,"110.888630,26.800420"
20228,龙溪镇扣家湾,"110.664842,26.656800"
20229,晏田乡大路坪街上,"110.786791,26.795192"
20230,西站内办公楼左4、5号门面,"110.625572,26.729475"
20232,法相岩路49号,"110.659422,26.721660"
20233,邓元泰镇蔡家村,"110.544299,26.681500"
20234,广乐路7号附17号,"110.631698,26.726088"
20235,湾头桥镇朝阳村5组,"110.598218,26.817495"
20236,水浸坪乡桐木铺村10组,"110.835840,26.837030"
20237,邓元泰镇新竹村3组10号,"110.554476,26.730421"
20238,双牌乡双牌街上,"110.979261,26.992490"
20239,湾头桥镇泉塘村供销社,"110.625789,26.839758"
20240,邓家铺镇居委会,"110.934660,26.900066"
20241,文坪镇岩头岭,"110.680027,26.616414"
20242,安乐乡独山村6组,"110.707904,26.726685"
20243,邓家铺镇邓家铺医院门面,"110.934660,26.900066"
20244,邓元泰镇新竹村2组24号,"110.554476,26.730421"
20245,双牌乡清和村14组,"110.984650,26.943060"
20246,晏田乡青山村10组,"110.785961,26.795897"
20247,工业品市场7栋32-34号,"111.745803,27.251800"
20248,湾头桥镇六家铺街上,"110.644090,26.874756"
20249,水浸坪乡街上,"110.851589,26.846243"
20250,文坪镇拥坪村,"110.649199,26.594233"
20251,邓元泰镇山岚村6组,"110.588209,26.704084"
20252,头堂乡曹旗村13组,"110.696293,26.769729"
20253,邓元泰镇绿洲村,"110.541450,26.680906"
20254,邓家铺镇居委会,"110.934660,26.900066"
20255,法相岩街道办事处长安村,"110.647247,26.721632"
20256,法相岩清水村,"110.651530,26.721079"
20257,龙溪铺镇石洪村7组,"111.278480,27.450987"
20258,双牌乡太源村供销社门面,"110.979261,26.992490"
20259,双牌乡米山村15组13号,"110.994944,26.946698"
20260,双牌镇浩山村,"110.980941,26.944225"
20261,迎春亭办事处曹旗村,"110.696293,26.769729"
20262,双牌乡钟桥村6组,"110.940190,27.021185"
20263,法相岩街道办事处德江村,"110.740700,26.752926"
20264,文坪镇孔家团村,"110.680027,26.616414"
20265,邓家铺镇东旗村1组,"110.965289,26.856809"
20266,安乐乡德江村10组,"110.740700,26.752926"
20267,水浸坪乡黄菜村18组,"110.843376,26.878834"
20268,水浸坪乡峦山村20组,"110.819540,26.851848"
20269,邓家铺镇杨木村1组,"110.900413,26.840721"
20270,水浸坪乡水浸坪村,"110.850799,26.852451"
20271,双牌乡双牌村街上,"110.985608,27.002003"
20272,邓家铺镇名利村4组,"110.880396,26.854264"
20273,安安乐乡清水亭村,"110.719934,26.734813"
20274,稠树塘镇烟塘村8组,"110.795132,26.760463"
20275,邓家铺镇兰田村,"110.934660,26.900066"
20276,邓元泰镇木瓜村12组,"110.544299,26.681500"
20277,头堂乡高船村1组,"110.684506,26.813412"
20278,双牌乡三塘村6组15号,"110.995759,26.973163"
20279,邓元泰镇小水江村13组,"110.601997,26.718872"
20280,邓元泰镇农家村4组9号,"110.544299,26.681500"
20281,湾头桥镇先锋村,"110.625789,26.839758"
20282,邓家铺镇五中门面,"110.934660,26.900066"
20283,湾头桥镇先锋村商贸小区2栋2号,"110.625789,26.839758"
20284,邓家铺镇白水村7组8号,"110.884712,26.841465"
20285,水浸坪乡金凤村10组,"110.862715,26.911156"
20286,湾头桥镇先锋村,"110.625789,26.839758"
20287,湾头桥镇白洋坪村3组,"110.612145,26.861440"
20288,邓家铺镇石桥村,"110.938714,26.908706"
20289,晏田乡大路坪村,"110.786791,26.795192"
20290,头堂乡曹旗村7组,"110.696293,26.769729"
20291,晏田乡大路坪村街上,"110.786791,26.795192"
20292,晏田乡大路坪村,"110.786791,26.795192"
20293,邓元泰镇小水村11组,"110.544299,26.681500"
20294,大甸乡大甸村街上集贸市场旁边,"110.736926,26.680781"
20295,司马冲镇国土所门面,"110.738576,26.601964"
20296,稠树塘镇万福村5组,"110.839932,26.794202"
20297,电台路51号,"110.633180,26.733881"
20298,邓家铺镇兰田村10组,"110.934660,26.900066"
20299,晏田乡坪山寨村,"110.785961,26.795897"
20300,头堂乡老屋村2组,"110.724999,26.764959"
20301,双牌乡浪石村13组,"111.018666,26.955088"
20302,双牌乡双牌村老市场门口,"110.985608,27.002003"
20303,稠树塘镇派出所门面,"110.838501,26.754529"
20304,双牌乡清和村6组,"110.984650,26.943060"
20305,稠树塘镇法新村16组,"110.828767,26.711510"
20306,邓元泰镇天心村,"110.579472,26.687349"
20307,湾头桥镇山青村9组,"110.621096,26.807546"
20308,秦桥乡板桥村2组23号,"110.907104,26.799314"
20309,武强北路长园小区A栋2号车库,"110.631926,26.742966"
20310,邓元泰镇绿洲街,"110.544299,26.681500"
20311,水浸坪乡水浸坪村,"110.850799,26.852451"
20312,双牌乡清和村11组5号,"110.984650,26.943060"
20313,晏田乡大路坪村大路坪街上政府门口,"110.786791,26.795192"
20314,迎春亭办事处新光村10组,"110.645907,26.737204"
20315,辕门口办事处南塔村3组,"110.639044,26.729164"
20316,文坪镇岩头岭,"110.680027,26.616414"
20317,邓元泰镇圳源村8组,"110.478998,26.712305"
20318,邓家铺镇柏树桥村3组24号,"110.909303,26.889578"
20319,湾头桥镇大桥村12组17号,"110.587237,26.820859"
20320,新东村8组25号,"110.646713,26.739972"
20321,龙田乡长塘村4组,"110.589508,26.793360"
20322,稠树塘镇居委会,"110.835700,26.756071"
20323,邓元泰镇绿洲村绿华街,"110.541450,26.680906"
20324,法相岩春光村14组,"110.651530,26.721079"
20325,辕门口办事处步行街铜鹅广场,"110.635542,26.727208"
20326,水浸坪乡水浸坪村,"110.850799,26.852451"
20327,稠树塘镇羊岩村8组,"110.813520,26.710403"
20328,安乐乡红星村1组,"110.665424,26.743968"
20329,邓家铺镇杨柳院10组18号,"110.952137,26.870536"
20330,秦桥乡黄沙村10组35号,"110.896141,26.784878"
20331,龙田乡得胜村１０组,"110.611304,26.756878"
20332,稠树塘镇居委会,"110.835700,26.756071"
20333,邓家铺镇居委会(镇镇府旁边),"110.934660,26.900066"
20334,安乐乡紫甸村9组,"110.679212,26.729266"
20335,稠树塘镇办塘村8组,"110.849716,26.753760"
20336,龙溪铺镇同心村,"111.278480,27.450987"
20337,水浸坪乡水浸坪村,"110.850799,26.852451"
20338,邓元泰镇木瓜村12组,"110.544299,26.681500"
20339,文坪镇拥坪村1组,"110.649199,26.594233"
20340,稠树塘镇法新村街上,"110.828767,26.711510"
20341,双牌乡街上,"110.979261,26.992490"
20342,工业品市场10栋26号,"111.745864,27.251913"
20343,邓元泰镇绿洲村,"110.541450,26.680906"
20345,邓家铺镇居委会供销社门面,"110.934660,26.900066"
20346,秦桥乡黄沙街上,"110.896346,26.784767"
20347,法相岩办事处清水亭村2组,"110.638937,26.729018"
20348,邓家铺镇居委会,"110.934660,26.900066"
20349,湾头桥镇先锋村市场内,"110.625789,26.839758"
20350,邓元泰镇天心村8组,"110.579472,26.687349"
20351,邓家铺镇居委会4组,"110.934660,26.900066"
20352,迎春亭办事处托坪村,"110.645907,26.737204"
20353,邓家铺镇石桥村5组,"110.938714,26.908706"
20354,秦桥乡黄沙村16组22号,"110.896141,26.784878"
20355,双牌镇八角村,"110.624055,26.869264"
20356,辕门口办事处南塔村1组,"110.639044,26.729164"
20357,安乐乡高桥村4组,"110.728490,26.722082"
20358,邓家铺镇柏树桥村,"110.909303,26.889578"
20359,邓元泰镇磨石村4组,"110.569599,26.738821"
20360,工业品市场5栋1号,"111.745803,27.251800"
20361,迎春亭办事处托坪村,"110.645907,26.737204"
20362,湾头桥镇石覃村14组,"110.614359,26.886590"
20363,邓家铺镇新坪村6组1号,"110.888158,26.828942"
20364,水西门办事处桃花村,"110.630824,26.738458"
20365,邓元泰镇江塘村6组(江塘供销社),"110.529511,26.705534"
20366,头堂乡江口村8组,"110.680209,26.754437"
20367,稠树塘镇甘冲村2组,"110.862528,26.750680"
20368,龙田乡马安村10组,"110.594071,26.746625"
20369,邓元泰镇黄茅板塘村,"110.494107,26.704753"
20370,辕门口办事处兴隆路7号,"111.859290,27.321064"
20371,邓家铺镇石桥村5组,"110.938714,26.908706"
20372,龙溪镇塘田村,"110.669146,26.644901"
20373,双牌乡滔溪村5组17号,"110.933715,27.005162"
20374,湾头桥镇六家铺村,"110.644090,26.874756"
20375,邓家铺镇兰田村5组,"110.934660,26.900066"
20376,水浸坪乡红朱村9组,"110.811871,26.834385"
20377,邓家铺镇居委会开发区,"110.934660,26.900066"
20378,文坪镇拥坪村,"110.649199,26.594233"
20379,邓元泰镇圳源村2组,"110.478998,26.712305"
20380,双牌乡龙从村（老供销社）,"110.944054,26.972968"
20381,龙田乡长塘村4组3号,"110.589508,26.793360"
20382,湾头桥镇先锋村,"110.625789,26.839758"
20383,邓元泰镇沙洲村6组,"110.512845,26.665743"
20384,武强北路（竹城公路与狮子山路交汇地段）,"110.631926,26.742966"
20385,步行街乐洋路3栋1-1号,"110.638413,26.729746"
20386,东站建行门口报亭,"111.478830,27.236200"
20387,稠树塘镇杨柳村12组,"110.837342,26.756014"
20388,湾头桥镇泉塘村9组4号,"110.656862,26.873823"
20389,龙田乡保元村10组2号,"110.572994,26.765764"
20390,湾头桥镇六家铺村,"110.644090,26.874756"
20391,邓元泰镇绿洲村2组,"110.544410,26.681270"
20392,邓元泰镇板塘村黄茅市场内,"110.494107,26.704753"
20393,陶侃路86号,"110.633370,26.734746"
20394,秦桥乡黄沙村13组18号,"110.896141,26.784878"
20395,湾头桥镇泉塘村9组,"110.656862,26.873823"
20396,邓家铺镇居委会1组,"110.934660,26.900066"
20397,湾头桥镇先锋村,"110.625789,26.839758"
20398,秦桥镇秦桥村11组16号,"110.914300,26.770556"
20399,稠树塘镇稠树塘居委会,"110.835697,26.756196"
20400,邓元泰镇山岚村20组,"110.588209,26.704084"
20401,秦桥乡潮水村6组,"110.925169,26.795189"
20402,水浸坪乡水浸坪村,"110.850799,26.852451"
20403,水浸坪乡永红村5组,"110.799648,26.861029"
20404,安乐乡新泽村3组,"110.745206,26.729436"
20405,水浸坪乡水浸坪村,"110.850799,26.852451"
20406,文坪镇拥护村2组,"110.652902,26.597647"
20407,乐洋路232号（新光村14组）,"110.617950,26.722904"
20408,湾头桥镇先锋村汽车站1-2号门面,"110.625789,26.839758"
20409,湾头桥镇联合村8组25号,"110.625789,26.839758"
20410,工业园,"110.887514,26.458618"
20411,稠树塘镇居委会,"110.835700,26.756071"
20412,迎春亭新光村,"110.617950,26.722904"
20413,电信局门口,"110.318682,26.362407"
20414,乐洋路人民医院门口,"110.634102,26.730762"
20415,湾头桥镇六家铺村,"110.644090,26.874756"
20416,迎春亭办事处铜宝路34号,"110.645907,26.737204"
20417,龙溪镇塘田村龙田桥片区,"110.669146,26.644901"
20418,晏田乡大路坪村9组11号,"110.786791,26.795192"
20419,湾头桥镇大桥村,"110.587237,26.820859"
20420,晏田乡汽水岩村9组,"110.792509,26.790974"
20421,水浸坪乡贺东村5组,"110.846512,26.855812"
20422,双牌乡双牌村街上,"110.985608,27.002003"
20423,安乐乡独山村5组,"110.707904,26.726685"
20424,邓家铺镇居委会邮政旁边,"111.717146,27.317347"
20425,晏田乡三井村6组,"110.771488,26.780760"
20426,邓元泰镇绿洲村1组1号,"110.541450,26.680906"
20427,稠树塘镇办塘村4组,"110.849716,26.753760"
20428,湾头桥镇先锋村,"110.625789,26.839758"
20429,湾头桥镇东元村7组,"110.624119,26.850467"
20430,晏田乡青山村,"110.785961,26.795897"
20431,文坪镇岩头岭居委会1组7号,"110.679437,26.615692"
20432,法相岩街道办事处紫田村13组,"110.682087,26.730851"
20433,邓元泰镇新华村1组,"110.570170,26.658477"
20434,邓元泰镇绿华街竹城公路旁,"110.544299,26.681500"
20435,水西门富田村16组9号,"110.624151,26.731889"
20436,陶侃西路商三街2号,"110.626743,26.733359"
20437,邓家铺丁字路口,"111.535940,27.232288"
20438,邓元泰镇周塘村7组,"110.563397,26.650113"
20439,龙田乡太平村13组,"110.578510,26.783252"
20440,龙溪铺镇柳荫村5组,"111.278480,27.450987"
20441,荆竹铺镇桐木村6组21号,"110.780221,26.867281"
20442,龙田乡马安村12组,"110.594071,26.746625"
20443,秦桥镇华口村3组,"110.859272,26.798218"
20444,邓元泰镇板塘村黄茅市场,"110.494107,26.704753"
20445,邓元泰镇赤塘村13组,"110.598919,26.690374"
20446,文坪镇黄泥村3组,"110.680027,26.616414"
20447,双牌镇浪石村3组,"111.018666,26.955088"
20448,晏田乡大路坪街上,"110.786791,26.795192"
20449,水浸坪乡天鹅村5组,"110.867741,26.928252"
20450,龙溪铺镇塘田村9组,"111.278480,27.450987"
20451,稠树塘镇桂竹村8组,"110.799558,26.773400"
20452,稠树塘镇仙神村8组,"110.780595,26.725524"
20453,文坪镇田中村13组18号,"110.712554,26.623306"
20454,邓元泰镇鸭子村1组,"110.544299,26.681500"
20455,文坪镇安心观村,"110.680027,26.616414"
20456,陶侃西路工业品市场7栋1-4号,"110.629163,26.734841"
20457,邓元泰镇马梓村17组,"110.483508,26.691816"
20458,稠树塘镇稠树塘居委会,"110.835697,26.756196"
20459,晏田乡梅树田村,"110.785961,26.795897"
20460,湾头桥镇永丰村,"110.608766,26.880454"
20461,水浸坪乡乡政府门口,"110.851585,26.846243"
20462,双牌镇街上,"110.979261,26.992490"
20463,双牌乡清和村11组,"110.984650,26.943060"
20464,湾头桥镇六家铺村,"110.644090,26.874756"
20465,文坪镇拥坪村1组48号,"110.649199,26.594233"
20466,邓家铺镇其林村12组05号,"110.870034,26.885294"
20467,秦桥镇潮水村10组,"110.925169,26.795189"
20468,工业品市场5栋10号,"111.745803,27.251800"
20469,稠树塘镇法新村街上,"110.828767,26.711510"
20470,邓元泰镇黄茅中心市场,"110.544299,26.681500"
20471,湾头桥镇六家铺村5组,"110.644090,26.874756"
20472,武强路57号审计局门面,"110.630657,26.731898"
20473,工业品市场9栋66号,"111.745803,27.251800"
20474,头堂乡石羊村,"110.702178,26.782465"
20475,春园路展辉医院门口,"110.628521,26.743290"
20476,水西门街道办事处桃花村,"110.579030,26.767878"
20477,湾头桥镇先锋村湾头桥车站对面,"110.625789,26.839758"
20478,邓元泰镇山口村8组,"110.522817,26.736263"
20479,稠树塘镇街上居委会7组,"110.835697,26.756196"
20480,水浸坪乡街上,"110.851589,26.846243"
20481,龙田乡桃花村19组,"110.579030,26.767878"
20482,安乐乡五桂村5组,"110.715795,26.747955"
20483,邓家铺镇农贸市场,"110.932637,26.899015"
20484,兴隆路18号,"111.859275,27.320781"
20485,湾头桥镇铜湾村11组8号,"110.625050,26.820583"
20486,秦桥乡黄沙村街上,"110.896141,26.784878"
20487,秦桥镇新春村11组,"110.888630,26.800420"
20488,龙田乡枧道村8组1号,"110.624062,26.773801"
20489,安乐乡双石桥村,"110.754736,26.734623"
20490,安乐乡紫甸村9组,"110.679212,26.729266"
20491,稠树塘镇居委会,"110.835700,26.756071"
