,sale_center_id,county,cust_id,busi_addr,address
12104,1111430505,邵东县,5021101109,邵东县两市塘办事处和平街89号,两市塘办事处和平街89号
12105,1111430505,邵东县,5021104645,湖南省邵阳市邵东县宋家塘新铺二路1号,宋家塘新铺二路1号
12106,1111430505,邵东县,5021971165,湖南省邵阳市邵东县牛马司镇水井头村1组,牛马司镇水井头村1组
12107,1111430505,邵东县,5021971169,湖南省邵阳市邵东县牛马司镇范家山街320国道旁,牛马司镇范家山街320国道旁
12108,1111430505,邵东县,5021971181,湖南省邵阳市邵东县牛马司镇光荣村10组,牛马司镇光荣村10组
12109,1111430505,邵东县,5021971166,湖南省邵阳市邵东县砂石镇高义村,砂石镇高义村
12110,1111430505,邵东县,5021971139,湖南省邵阳市邵东县宋家塘办事处赛田村新辉家园对面15层楼一楼,宋家塘办事处赛田村新辉家园对面15层楼一楼
12111,1111430505,邵东县,5021971155,湖南省邵阳市邵东县大禾塘金鸡路107号,大禾塘金鸡路107号
12112,1111430505,邵东县,5021971112,湖南省邵阳市邵东县灵官殿镇永和村,灵官殿镇永和村
12113,1111430505,邵东县,5021971132,湖南省邵阳市邵东县火厂坪镇阳光村,火厂坪镇阳光村
12114,1111430505,邵东县,5021971168,湖南省邵阳市邵东县两市塘办事处建设中路197号,两市塘办事处建设中路197号
12115,1111430505,邵东县,5021971156,湖南省邵阳市邵东县廉桥镇廉桥村兴廉大道182-184号,廉桥镇廉桥村兴廉大道182-184号
12116,1111430505,邵东县,5021971179,湖南省邵阳市邵东县火厂坪镇向阳村14组,火厂坪镇向阳村14组
12117,1111430505,邵东县,5028896369,邵东县仙槎桥镇邵仙中路28号,仙槎桥镇邵仙中路28号
12118,1111430505,邵东县,5021103864,邵东县宋家塘邵东大道108号,宋家塘邵东大道108号
12119,1111430505,邵东县,5021971183,湖南省邵阳市邵东县两市塘办事处高田居委会4组3号,两市塘办事处高田居委会4组3号
12120,1111430505,邵东县,5028892404,邵东县宋家塘街道办事处建设西路196号,宋家塘街道办事处建设西路196号
12121,1111430505,邵东县,5021971124,湖南省邵阳市邵东县宋家塘办事处华电路15-17号,宋家塘办事处华电路15-17号
12122,1111430505,邵东县,5021971154,湖南省邵阳市邵东县大禾塘昭阳大道东36号L栋01号,大禾塘昭阳大道东36号L栋01号
12123,1111430505,邵东县,5021971114,湖南省邵阳市邵东县大禾塘大汉步行街名爵酒店内,大禾塘大汉步行街名爵酒店内
12124,1111430505,邵东县,5021971134,湖南省邵阳市邵东县宋家塘景秀路429-433号,宋家塘景秀路429-433号
12125,1111430505,邵东县,5021971159,湖南省邵阳市邵东县流光岭镇秀才村,流光岭镇秀才村
12126,1111430505,邵东县,5021971186,湖南省邵阳市邵东县魏家桥镇机场新村,魏家桥镇机场新村
12127,1111430505,邵东县,5021971123,湖南省邵阳市邵东县两市塘办事处衡宝路,两市塘办事处衡宝路
12128,1111430505,邵东县,5021971135,湖南省邵阳市邵东县廉桥镇朱家冲村5组130号,廉桥镇朱家冲村5组130号
12129,1111430505,邵东县,5021971184,湖南省邵阳市邵东县大禾塘育才二路2号,大禾塘育才二路2号
12130,1111430505,邵东县,5021971127,湖南省邵阳市邵东县大禾塘创业新村16栋4号门面,大禾塘创业新村16栋4号门面
12131,1111430505,邵东县,5021971113,湖南省邵阳市邵东县大禾塘桃园路142号,大禾塘桃园路142号
